primaryName,birthYear,nconst,deathYear,primaryProfession,knownForTitles,Ethnicity
Kevin Rahm,1971,nm0706716,\N,"actor,writer","tt2872718,tt0804503,tt5164196,tt3501074","Northern Irish/Scots-Irish, Irish, Swiss-German, English, possibly other"
Kevin Sorbo,1958,nm0001757,\N,"actor,producer,director","tt1714827,tt0110016,tt5804314,tt0213327","*father – Norwegian
*mother – English, Scottish, German"
Kevin Spacey,1959,nm0000228,\N,"actor,producer,soundtrack","tt0114814,tt0169547,tt0119488,tt0114369","Swedish (maternal grandfather), English, small amounts of Scots-Irish/Northern Irish and Welsh"
Kevin Sussman,1970,nm0839934,\N,"actor,soundtrack,writer","tt0887883,tt1103153,tt0181875,tt0898266",Ashkenazi Jewish
Kevin Weisman,\N,nm0918858,\N,"actor,producer","tt1236246,tt0424345,tt3514324,tt0285333",NA
Kevin Wu,1990,nm3661913,\N,"actor,writer,producer","tt3052448,tt1396523,tt2139965,tt2378776",NA
Kevin Yon,1951,nm1080095,2018,actor,"tt1234541,tt1195478,tt2088832,tt2278870",NA
Kevin Zegers,1984,nm0954225,\N,"actor,soundtrack,producer","tt0363547,tt18076310,tt1097643,tt0407265",Dutch
Khaled Nabawy,1966,nm0252728,\N,actor,"tt0119629,tt0110545,tt0977855,tt0320661",NA
Khalid Abdalla,1980,nm2043234,\N,"actor,producer,script_department","tt0419887,tt0475276,tt2486682,tt0947810",Egyptian
Khalifa Natour,\N,nm0622384,\N,actor,"tt4482858,tt4565380,tt0305229,tt2033342",NA
Khan Baykal,\N,nm1637961,\N,"actor,writer,producer","tt1600196,tt1135487,tt4392770,tt3304572",NA
Khan Chittenden,\N,nm1899390,\N,"actor,soundtrack,miscellaneous","tt0940627,tt1119176,tt2232578,tt2358586",NA
Kharl Anton Leigh,\N,nm2246581,\N,actor,tt0420740,NA
Khary Payton,1972,nm1146051,\N,"actor,soundtrack,writer","tt1520211,tt1541123,tt2771780",NA
Kiara Glasco,2001,nm4825013,\N,actress,"tt2365946,tt2172584,tt4935372,tt2006374",NA
Kiara Smith,\N,nm4074435,\N,actress,tt1714191,NA
Kid Cudi,1984,nm3264596,\N,"music_artist,soundtrack,actor","tt2369135,tt13560574,tt10696784,tt11286314","African-American, small amount of Mexican"
Kiefer O'Reilly,\N,nm6178115,\N,actor,"tt2874692,tt4532368,tt5368354,tt5076032",NA
Kiefer Sutherland,1966,nm0000662,\N,"actor,producer,miscellaneous","tt0285331,tt0790686,tt1527186,tt0183649","Scottish, English, Irish, as well as 1/32 German"
Kiele Sanchez,1977,nm0760989,\N,actress,"tt0338466,tt0411008,tt2975578,tt0971209",NA
Kiely Williams,1986,nm1170124,\N,"actress,soundtrack,director","tt1018785,tt0338852,tt1013542,tt0852713",African-American
Kieran Culkin,1982,nm0001085,\N,actor,"tt0446029,tt7660850,tt0280760,tt0124315","German, one quarter Norwegian, one eighth Irish, small amount of Swiss-French, more distant English and Swiss-German"
Kiernan Shipka,1999,nm2215143,\N,"actress,soundtrack,music_department","tt3398268,tt1695360,tt0804503,tt0806203","*37.5% Irish
*25% Slovak
*12.5% German
*12.5% Italian
*12.5% mix of English, some Scottish, distant French"
Kieron Elliott,\N,nm1795362,\N,"actor,stunts,miscellaneous","tt2417834,tt1327763,tt2386490,tt0892769",NA
Kim Basinger,1953,nm0000107,\N,"actress,soundtrack,producer","tt0337921,tt0096895,tt0108525,tt0119488","English, as well as some German, Scottish, Scots-Irish/Northern Irish, and distant French"
Kim Cattrall,1956,nm0000326,\N,"actress,producer,soundtrack","tt0102975,tt1000774,tt0159206,tt1261945","English, Welsh"
Kim Coates,1958,nm0167649,\N,"actor,producer","tt1124373,tt6423364,tt5516154,tt1456635","German, English, possibly other"
Kim De Angelo,\N,nm0207101,\N,"actress,production_manager",tt0118736,NA
Kim Delaney,1958,nm0001126,\N,"actress,producer","tt0106079,tt0463850,tt0859592,tt0065272",NA
Kim Delgado,\N,nm0216991,\N,"actor,miscellaneous,writer","tt0264796,tt0105112,tt0078886,tt0099938",NA
Kim Dickens,1965,nm0225332,\N,actress,"tt0427944,tt0164052,tt0348914,tt2267998","English, some Scots-Irish/Northern Irish and German, distant French"
Kim Foster,\N,nm3267883,\N,"actress,costume_department,assistant_director","tt8942192,tt1567254,tt4765870,tt3186552",NA
Kim Greist,1958,nm0002114,\N,"actress,art_department","tt0088846,tt0091474,tt0094142,tt0107131","German, one quarter Polish, some English and Scottish, distant Welsh and Dutch"
Kim Little,1970,nm0514605,\N,"actress,writer,miscellaneous","tt0271018,tt0105986,tt0111686,tt3843168",NA
Kim Martin,\N,nm4208076,\N,actress,tt0281680,NA
Kim Matula,1988,nm2204429,\N,"actress,producer","tt1343103,tt6513120,tt0092325,tt3314218","Norwegian, Czech, English, German, likely 1/32 French-Canadian"
Kim Myers,1966,nm0616766,\N,actress,"tt0089686,tt0116514,tt0119522,tt0106045",NA
Kim Nielsen,\N,nm2461013,\N,actress,"tt5340882,tt13835046,tt6215044,tt9670282",NA
Kim Rhodes,1969,nm0722476,\N,"actress,soundtrack","tt4209256,tt0112178,tt0057731,tt0388419",NA
Kim Uylenbroek,\N,nm2440242,\N,actor,"tt1304598,tt0460791",NA
Kim Wayans,1961,nm0915462,\N,"actress,writer,producer","tt0098830,tt1233334,tt0116126,tt0273855",African-American
Kim Yoon-seok,1968,nm2412823,\N,"actor,soundtrack,writer","tt1230385,tt1190539,tt8991322,tt6493286",NA
Kimberley Davies,1973,nm0203808,\N,actress,"tt0330471,tt0206226,tt0227005,tt0088580",NA
Kimberly Deauna Adams,\N,nm0011129,\N,actress,tt0118798,NA
Kimberly Elise,1967,nm0253708,\N,"actress,soundtrack,executive","tt0368008,tt1405500,tt3568666,tt4649416",African-American
Kimberly Guerrero,\N,nm0635846,\N,"actress,director,writer","tt1836037,tt2182159,tt0098904,tt7435316",NA
Kimberly J. Brown,1984,nm0004782,\N,"actress,miscellaneous","tt0161023,tt0377471,tt0305669,tt0173886",NA
Kimberly Williams-Paisley,1971,nm0931090,\N,"actress,producer,director","tt0756713,tt0285351,tt0101862,tt0758794",NA
King Orba,\N,nm0908769,\N,"art_department,actor,miscellaneous","tt4733536,tt0381849,tt1013743,tt6000478",NA
Kinga Philipps,1976,nm1036787,\N,"producer,writer,actress","tt0295178,tt0329691,tt1118697,tt2516610",NA
Kinsey Packard,1976,nm1662572,\N,"actress,producer,stunts","tt0486589,tt1196947,tt1020543,tt1615159",NA
Kip Pardue,1975,nm0661164,\N,"actor,writer","tt0328538,tt0292644,tt0210945,tt0132245",NA
Kipp Marcus,1970,nm0546136,\N,"actor,writer,music_department","tt0362404,tt0212517,tt0088616,tt0107254",NA
Kira Clavell,\N,nm0165413,\N,actress,"tt1221208,tt2963232,tt2817246,tt2397255",NA
Kira Pozehl,1982,nm1394676,\N,actress,"tt3488298,tt3769594,tt14586350,tt3864024",NA
Kirby Bliss Blanton,1990,nm1926300,\N,actress,"tt1137450,tt1636826,tt2403021","English, German, Polish"
Kirk Acevedo,1971,nm0009716,\N,actor,"tt2103281,tt0118421,tt0120863,tt0185906",Puerto Rican
Kirk B.R. Woller,\N,nm0938570,\N,"actor,production_manager,producer","tt0432021,tt0106179,tt0408790,tt9471404",NA
Kirk Cameron,1970,nm0131647,\N,"actor,writer,soundtrack","tt0190524,tt0088527,tt1129423,tt4009460","Scottish, English, German, Irish, smaller amounts of Channel Islander (Jersey) and Dutch"
Kirk Geiger,1969,nm0311912,\N,"actor,stunts,cinematographer","tt5634960,tt0120685,tt4916744,tt0204640",NA
Kirk Harris,\N,nm0364963,\N,"producer,writer,director","tt1130983,tt0161841,tt0218323,tt0135526",NA
Kirk Jenkins,\N,nm2669545,\N,"actor,stunts","tt1043860,tt1740727,tt7225586,tt1470021",NA
Kirsten Dunst,1982,nm0000379,\N,"actress,producer,soundtrack","tt1527186,tt0110148,tt0145487,tt0110367","German, with one quarter Swedish, distant Polish"
Kirsten Meenan,\N,nm5756263,\N,actress,"tt1729549,tt3006588",NA
Kirsten Zien,1990,nm0698977,\N,"actress,soundtrack","tt0357277,tt1798274,tt1684915,tt0756509",NA
Kirstie Alley,1951,nm0000263,2022,"actress,producer,writer","tt0084726,tt0114852,tt0157503,tt0097778","English, German, Irish, Scottish, Scots-Irish/Northern Irish, Swiss-German"
Kirsty Mitchell,1974,nm0593511,\N,"actress,soundtrack","tt0096555,tt5807292,tt1959563,tt2372251",NA
Kit Connor,2004,nm5598573,\N,"actor,soundtrack,director","tt7410922,tt2066051,tt10638036,tt5607976","English, some Irish"
Ko Shibasaki,1981,nm0793069,\N,"actress,soundtrack,music_department","tt0266308,tt0780503,tt1335975,tt0299937",NA
Kodi Smit-McPhee,1996,nm2240346,\N,"actor,soundtrack","tt1228987,tt0898367,tt3385516,tt3205376",NA
Kohl Sudduth,1974,nm0837173,\N,"actor,writer,producer","tt0431420,tt0120577,tt0131325,tt0215129",NA
Konkona Sen Sharma,1979,nm1234298,\N,"actress,director,writer","tt5918074,tt1324059,tt0488414,tt0443708",NA
Kostas Sommer,1975,nm1290335,\N,"actor,producer","tt1336621,tt0272730,tt0367652,tt0819823",NA
Koudous Seihon,1986,nm4626311,\N,actor,"tt14324296,tt3486542,tt7805896,tt6802896",NA
Kris Avedisian,\N,nm2858296,\N,"actor,director,writer","tt4442604,tt2428550,tt1670377,tt2325517",NA
Kris Kiley,\N,nm3735383,\N,actor,"tt12211802,tt1572506,tt27859366,tt8355422",NA
Kris Kristofferson,1936,nm0001434,\N,"music_artist,soundtrack,actor","tt0187738,tt0120784,tt0075265,tt0120611","*father – Swedish
*mother – English, Scots-Irish/Northern Irish, German, Swiss-German, Dutch"
Kris Lemche,1978,nm0501210,\N,"actor,producer","tt1514045,tt0414982,tt0135727,tt0210070",NA
Kris Wu,1990,nm6806246,\N,"actor,soundtrack,writer","tt1293847,tt2239822,tt4074958,tt4701702",Chinese
Kriss Dosanjh,\N,nm0234371,\N,actor,"tt0301199,tt0390784,tt8266310,tt0480025",NA
Krista Allen,\N,nm0020739,\N,"actress,soundtrack","tt0092325,tt0426459,tt0096542,tt0305224",NA
Kristanna Loken,1979,nm0518085,\N,"actress,producer,executive","tt0460780,tt0181852,tt0383222,tt0481561","*50% German
*50% Norwegian"
Kristen Bell,1980,nm0068338,\N,"actress,producer,soundtrack","tt4520988,tt2771372,tt2294629,tt0800039","*father – German, as well as English, Irish, Scottish, and Scots-Irish/Northern Irish
*mother – Polish"
Kristen Bush,\N,nm2388431,\N,actress,"tt1872818,tt0203259,tt2699110,tt2388986",NA
Kristen Connolly,1980,nm1393354,\N,"actress,producer","tt1713476,tt0765476,tt1259521,tt0949731","Irish, as well as one eighth German, small amount of English"
Kristen Dalton,1973,nm0198306,\N,"actress,producer","tt0407887,tt6769508,tt0341334,tt0790724",NA
Kristen Johnston,1967,nm0005060,\N,"actress,soundtrack","tt0145660,tt0758766,tt0115082,tt0158622",NA
Kristen Kerr,1974,nm1331851,\N,actress,"tt1884457,tt0460829,tt0302886,tt0372005",NA
Kristen Stewart,1990,nm0829576,\N,"actress,director,soundtrack","tt1325004,tt1324999,tt1099212,tt1735898","*father – English, Irish, Scottish, Welsh, Scots-Irish/Northern Irish, distant German and French
*mother – one half Ashkenazi Jewish (most likely matrilineal)"
Kristen Wiig,1973,nm1325419,\N,"actress,soundtrack,producer","tt1571249,tt1478338,tt0359950,tt1608290","*father – Norwegian, Irish
*mother – English, Scottish, distant Dutch"
Kristen Wilson,1969,nm0933723,\N,actress,"tt0351977,tt0115783,tt0190374,tt0118998",NA
Kristi Angus,1971,nm0029981,\N,actress,"tt0383216,tt0211443,tt0486099,tt0381707",NA
Kristian Ayre,1977,nm0043966,\N,"actor,writer","tt0142074,tt0159899,tt0319343,tt0115366",NA
Kristian Schmid,1974,nm0772703,\N,actor,"tt0103568,tt0481452,tt0267913,tt0240278",NA
Kristin Bauer,\N,nm0061877,\N,"actress,producer","tt0343660,tt0120032,tt4550098,tt0844441",NA
Kristin Booth,1974,nm0095746,\N,"actress,writer,director","tt6143796,tt1190634,tt4689402,tt8497680",NA
Kristin Cavallari,1987,nm1738059,\N,"actress,producer","tt1222329,tt0790662,tt0412253,tt0395843","*Italian (father)
*German (mother)"
Kristin Chenoweth,1968,nm0155693,\N,"actress,soundtrack,producer","tt0449089,tt0383216,tt0374536,tt0925266","European, evidently one quarter Cherokee Native American"
Kristin Davis,1965,nm0004862,\N,"actress,producer,soundtrack","tt0159206,tt0790604,tt1000774,tt1261945","English, German, likely one quarter Italian [Sicilian, Calabrian], 1/16th Dutch, more distant Swiss-German, Danish, Welsh, and Irish, 1/128th Ashkenazi Jewish"
Kristin Kreuk,1982,nm0471036,\N,"actress,producer","tt0891592,tt0279600,tt2193041,tt0356150","*father – Dutch
*maternal grandfather – Chinese-Indonesian
*maternal grandmother – Jamaican [Chinese, African, Scottish]"
Kristin Richardson,1970,nm0932514,\N,"actress,camera_department","tt0411008,tt0202470,tt0418763,tt0358148",NA
Kristin Scott Thomas,1960,nm0000218,\N,"actress,soundtrack,director","tt0109831,tt0116209,tt0280707,tt1602613","Welsh, English, as well as 1/16th Dutch"
Kristina Klebe,\N,nm1640351,\N,"actress,producer,casting_director","tt0373883,tt6127960,tt12973374,tt2191888",NA
Kristina Pesic,\N,nm1869640,\N,actress,"tt1344204,tt2189221,tt0446029,tt3512900",NA
Kristine Sullivan,\N,nm3204918,\N,actress,"tt10193532,tt10002568,tt1327763",NA
Kristoff St. John,1966,nm0820658,2019,"actor,writer,producer","tt3487170,tt2516610,tt0078566,tt0069658",NA
Kristoffer Kjornes,1983,nm0458080,\N,"actor,miscellaneous","tt0138103,tt0128755,tt2392385,tt1516146",NA
Kristoffer Polaha,\N,nm1119340,\N,"actor,producer,director","tt3200980,tt10855386,tt7126948,tt8041270",NA
Kristopher Higgins,1987,nm1759045,\N,"actor,producer","tt0804463,tt1298649,tt1637688,tt5735280",NA
Kristopher Logan,1960,nm0517606,\N,actor,"tt0094963,tt0111280,tt0106697,tt0345950",NA
Kristopher Turner,1980,nm1197529,\N,"actor,producer,soundtrack","tt0437711,tt6215618,tt7738346,tt1912982",NA
Kristy Swanson,1969,nm0001785,\N,"actress,producer,soundtrack","tt0242423,tt0091042,tt0103893,tt0093036","Swedish (paternal grandfather), German, as well as English, Scottish, Irish"
Kristyan Ferrer,1995,nm2946712,\N,"actor,soundtrack","tt1127715,tt9893012,tt3685622,tt2876428",NA
Kristyn Green,1981,nm1751328,\N,"actress,casting_director,producer","tt0496373,tt0864331,tt0482495,tt1268161",NA
Krysta Rodriguez,1984,nm3106253,\N,"actress,soundtrack,producer","tt5511512,tt8755226,tt1825133,tt2578508","*Mexican (father)
*English, possibly other (mother)"
Krystal Hope Nausbaum,\N,nm2983999,\N,actress,"tt4132692,tt3874076,tt1380151,tt4827444",NA
Krystal Star,1986,nm3353274,\N,"actress,producer","tt6268790,tt6769314,tt7418356,tt8350136",NA
Krystal Vee,1987,nm2430932,\N,actress,"tt1247400,tt1781896,tt0891592,tt4669408",NA
Krysten Ritter,\N,nm1269983,\N,"actress,producer,director","tt1126590,tt2357547,tt1819509,tt0903747",NA
Krzysztof Majchrzak,1948,nm0538048,\N,"actor,writer,script_department","tt0109510,tt0177838,tt0357037,tt0460829",NA
Ksenia Solo,\N,nm0989959,\N,"actress,producer,director","tt0947798,tt1429449,tt2234222,tt2543328",NA
Kumail Nanjiani,1978,nm3529685,\N,"actor,writer,producer","tt7734218,tt5462602,tt1055292,tt3014284",Pakistani [Sindhi]
Kurt Caceres,\N,nm0127988,\N,"producer,director,writer","tt0469641,tt0455275,tt0286486,tt0460644",NA
Kurt Cole,\N,nm3137184,\N,actor,"tt0410975,tt1936532,tt3157318,tt1547050",NA
Kurt Fuller,1953,nm0298281,\N,"actor,soundtrack","tt0305224,tt1605783,tt2005374,tt0097428",NA
Kurt Loder,1945,nm0517064,\N,"actor,writer,miscellaneous","tt0098987,tt1226229,tt0229260,tt0109068",NA
Kurt Russell,1951,nm0000621,\N,"actor,producer,soundtrack","tt0116225,tt3460252,tt0116253,tt3896198","English, German, Scottish, Irish"
Kurtis Bedford,\N,nm0066038,\N,"actor,producer,art_department","tt0117571,tt1458169,tt1764336,tt0492896",NA
Kwesi Ameyaw,1975,nm0024780,\N,"actor,stunts,miscellaneous","tt0364343,tt0331632,tt0770828,tt0379725",NA
Ky-Mani Marley,1976,nm0549135,\N,"actor,soundtrack,composer","tt0120820,tt0387467,tt0119695,tt0202402",NA
Kyla Pratt,1986,nm0695497,\N,"actress,soundtrack","tt0284770,tt0199725,tt4144890,tt0293737",NA
Kyle Chandler,1965,nm0151419,\N,"actor,producer,director","tt4034228,tt0360717,tt1024648,tt1650062","German, English, some Irish"
Kyle Clare,\N,nm2319316,\N,actor,tt0826756,NA
Kyle Gallner,\N,nm0973177,\N,"actor,producer","tt15474916,tt9058654,tt9310136,tt11245972",NA
Kyle MacLachlan,1959,nm0001492,\N,"actor,soundtrack,director","tt0087182,tt4093826,tt1780441,tt0090756",NA
Kyle Massey,1991,nm1081836,\N,"actor,soundtrack,music_department","tt0300865,tt0450455,tt0805815,tt12227976",Ethnicity African-American
Kyle Monaghan,\N,nm9924498,\N,actor,"tt5930054,tt4462372",NA
Kyle Schmid,1984,nm0772704,\N,"actor,producer,writer","tt0399146,tt1595680,tt2006374,tt5541338",NA
Kym Whitley,1962,nm0005552,\N,"actress,producer,director","tt1192628,tt3401882",NA
Kyôka Suzuki,1968,nm0840624,\N,actress,"tt0339748,tt2245884,tt1014693,tt0097444",NA
Kyra Sedgwick,1965,nm0001718,\N,"actress,producer,director","tt0117333,tt0361127,tt0458253,tt0114496","*father – English, as well as distant Dutch, Scottish, and German
*mother – Ashkenazi Jewish"
Kyra Zagorsky,1976,nm2172012,\N,"actress,writer,director","tt2758950,tt7949218,tt2661044,tt2193021","*father – Polish, some Lithuanian
*mother – one quarter Dutch, three quarters Ashkenazi Jewish"
L. Scott Caldwell,1950,nm0129749,\N,actress,"tt0411008,tt0113957,tt0106977,tt0259288",NA
L.Q. Jones,1927,nm0428618,2022,"actor,producer,director","tt0120746,tt0119051,tt0112641,tt0065214",NA
La'Myia Good,1979,nm0328703,\N,"actress,producer,director","tt8706238,tt1544581,tt2450056,tt0161100",NA
Lacey Chabert,1982,nm0000327,\N,"actress,producer,soundtrack","tt0277371,tt0377092,tt0120738,tt0454082","Cajun/French, English, Scottish, one eighth Italian/Sicilian"
Lachlan Buchanan,1987,nm2473719,\N,actor,"tt3986586,tt7053188,tt1578873,tt1950186",NA
Laci Couts,\N,nm2473424,\N,actress,tt0907848,NA
Lacie Harmon,\N,nm0363527,\N,"actress,writer,miscellaneous","tt0416773,tt1618370,tt0109764",NA
Laila Robins,1959,nm0732309,\N,actress,"tt0093748,tt0139668,tt0097579,tt2057392",NA
Lainie Kazan,1942,nm0443577,\N,"actress,soundtrack,producer","tt3760922,tt0960144,tt0299930,tt0259446",NA
Laith Nakli,1969,nm1821298,\N,"actor,producer,miscellaneous","tt1413492,tt4218696,tt1210820,tt5345490",NA
Lajla Lange,\N,nm6030287,\N,actress,tt3277552,NA
Lake Bell,1979,nm1128572,\N,"actress,writer,director","tt2294677,tt1411238,tt1781922,tt1230414",Ashkenazi Jewish
Lake Roberts,\N,nm4387403,\N,"actor,location_management,producer","tt1785635,tt5160614,tt1867091,tt2105044",NA
LaLa Nestor,\N,nm7426133,\N,actress,"tt7673930,tt5798078,tt6740608,tt5340882",NA
Lama Chonjor,\N,nm0159098,\N,actor,tt0201840,NA
Lambert Wilson,1958,nm0933727,\N,"actor,soundtrack,director","tt0242653,tt0327554,tt0300556,tt0234215","*87.5% French
*12.5% English"
Lana Parrilla,1977,nm0663469,\N,"actress,producer,director","tt0411008,tt1843230,tt0319960,tt0928173","*Puerto Rican (father)
*Sicilian-Italian (mother)"
Lana Parrilla,1977,nm0663469,\N,"actress,producer,director","tt0411008,tt1843230,tt0319960,tt0928173","*Puerto Rican (father)
*Sicilian-Italian (mother)"
Lance Bass,1979,nm0004726,\N,"actor,producer,soundtrack","tt0279286,tt0942385,tt0196229,tt0257516","English, Welsh, Scottish, Scots-Irish/Northern Irish, distant German, remote French"
Lance Broadway,\N,nm4754472,\N,actor,"tt3068594,tt2100423,tt2364582,tt2302755",NA
Lance Guest,1960,nm0346411,\N,"actor,soundtrack","tt0082495,tt0087597,tt15574312,tt0093300",NA
Lance Henriksen,1940,nm0000448,\N,"actor,producer,miscellaneous","tt0090605,tt0114214,tt0370263,tt0107076","*father – Norwegian
*mother – Latvian, Irish"
Lance Predmore,1975,nm2821938,\N,actor,"tt1638273,tt1129441",NA
Lance Reddick,1962,nm0714698,2023,"actor,producer,soundtrack","tt2334879,tt2911666,tt4425200,tt10366206",African-American
Lance Rosen,\N,nm0742010,\N,"miscellaneous,actor,producer","tt0083943,tt4824302,tt1742336,tt0842929",NA
Lance Weiler,\N,nm0918017,\N,"writer,director,cinematographer","tt1746150,tt1754221,tt0439194,tt0122143",NA
Landon Liboiron,\N,nm2334994,\N,"actor,director,writer","tt2309295,tt4686698,tt0288937,tt7026488",NA
Lane Garrison,1980,nm1460812,\N,"actor,writer,producer","tt2994190,tt0455275,tt2707792,tt0822854",NA
Lane Townsend,\N,nm4759826,\N,actor,"tt4547120,tt3838642,tt4943934,tt3145418",NA
Lara Cox,1978,nm0185123,\N,actress,"tt0257568,tt0108800,tt0094481,tt1471342",NA
Lara Flynn Boyle,1970,nm0001223,\N,"actress,producer,soundtrack","tt0098936,tt0105793,tt0120912,tt0147612","Irish (at least 56.25%), one quarter German, one eighth Italian, English"
Lara Grice,1971,nm1305056,\N,actress,"tt2183404,tt3315342,tt4419214,tt3564472",NA
Lara Harris,\N,nm0364973,\N,"actress,director,writer","tt0101889,tt0093638",NA
Lara Jean Chorostecki,\N,nm1892299,\N,"actress,producer","tt7740496,tt9288030,tt2243973,tt5296406",NA
Lara Pulver,1980,nm3091498,\N,"actress,soundtrack","tt21636214,tt7631146,tt4604612,tt1475582","*Ashkenazi Jewish (father)
*English (mother, who converted to Judaism)"
